country,date,value,indicator
Brazil,2001,23225846372.251,inversion_extranjera
Brazil,2000,32994718699.75,inversion_extranjera
Brazil,1999,28385675614.9902,inversion_extranjera
Brazil,1998,28855609916.42,inversion_extranjera
Brazil,1997,18992934310.6468,inversion_extranjera
Brazil,1996,12552000000.0,inversion_extranjera
Brazil,1995,4859000000.0,inversion_extranjera
Brazil,1994,3072000000.0,inversion_extranjera
Brazil,1993,1292000000.0,inversion_extranjera
Brazil,1992,2061000000.0,inversion_extranjera
Brazil,1991,1103000000.0,inversion_extranjera
Brazil,1990,989000000.0,inversion_extranjera
Brazil,1989,1131000000.0,inversion_extranjera
Brazil,1988,2804000000.0,inversion_extranjera
Brazil,1987,1169000000.0,inversion_extranjera
Brazil,1986,345000000.0,inversion_extranjera
Brazil,1985,1441000000.0,inversion_extranjera
Brazil,1984,1594000000.0,inversion_extranjera
Brazil,1983,1609000000.0,inversion_extranjera
Brazil,1982,2910000000.0,inversion_extranjera
Brazil,1981,2520000000.0,inversion_extranjera
Brazil,1980,1911000000.0,inversion_extranjera
Brazil,1979,2419000000.0,inversion_extranjera
Brazil,1978,2006000000.0,inversion_extranjera
Brazil,1977,1833000000.0,inversion_extranjera
Brazil,1976,1555000000.0,inversion_extranjera
Brazil,1975,1302000000.0,inversion_extranjera
Brazil,1974,1207900000.0,inversion_extranjera
Brazil,1973,1180700000.0,inversion_extranjera
Brazil,1972,459899999.9,inversion_extranjera
Brazil,1971,449000000.0,inversion_extranjera
Brazil,1970,391699999.9,inversion_extranjera
Brazil,1969,,inversion_extranjera
Brazil,1968,,inversion_extranjera
Brazil,1967,,inversion_extranjera
Brazil,1966,,inversion_extranjera
Brazil,1965,,inversion_extranjera
Brazil,1964,,inversion_extranjera
Brazil,1963,,inversion_extranjera
Brazil,1962,,inversion_extranjera
Brazil,1961,,inversion_extranjera
Brazil,1960,,inversion_extranjera
Germany,2024,,inversion_extranjera
Germany,2023,19515498091.7767,inversion_extranjera
Germany,2022,62728998895.9956,inversion_extranjera
Germany,2021,102148693815.945,inversion_extranjera
Germany,2020,176781024357.228,inversion_extranjera
Germany,2019,75463438450.8917,inversion_extranjera
Germany,2018,162250938125.842,inversion_extranjera
Germany,2017,108786501529.106,inversion_extranjera
Germany,2016,58132711370.7803,inversion_extranjera
Germany,2015,62418993509.249,inversion_extranjera
Germany,2014,17356720097.6155,inversion_extranjera
Germany,2013,67199694458.9368,inversion_extranjera
Germany,2012,65443087632.2705,inversion_extranjera
Germany,2011,97535403952.5493,inversion_extranjera
Germany,2010,86037502102.1644,inversion_extranjera
Germany,2009,56701916794.97,inversion_extranjera
Germany,2008,30954735498.025,inversion_extranjera
Germany,2007,50847183837.0148,inversion_extranjera
Germany,2006,87444159239.0628,inversion_extranjera
Germany,2005,59835195025.1917,inversion_extranjera
Germany,2004,-20408419557.1429,inversion_extranjera
Germany,2003,65401516009.2493,inversion_extranjera
Germany,2002,51268214890.6254,inversion_extranjera
Germany,2001,56948542386.9091,inversion_extranjera
Germany,2000,248007397121.859,inversion_extranjera
Germany,1999,86035665071.2096,inversion_extranjera
Germany,1998,29525738645.9539,inversion_extranjera
Germany,1997,18638428446.4635,inversion_extranjera
Germany,1996,15590587107.4243,inversion_extranjera
Germany,1995,12040789985.3199,inversion_extranjera
Germany,1994,7517424677.09305,inversion_extranjera
Germany,1993,477658764.448412,inversion_extranjera
Germany,1992,-2137482962.91706,inversion_extranjera
Germany,1991,4741546058.51119,inversion_extranjera
Germany,1990,2556702845.61154,inversion_extranjera
